Id,invoice_date,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin
1751,18/06/2021,Men's Athletic Footwear,30.00 ,350,"1,05,000 ","36,750 ",35%
1752,18/06/2021,Women's Street Footwear,25.00 ,375,"93,750 ","32,813 ",35%
1753,18/06/2021,Women's Athletic Footwear,25.00 ,350,"87,500 ","35,000 ",40%
1754,18/06/2021,Men's Apparel,40.00 ,350,"1,40,000 ","49,000 ",35%
1755,18/06/2021,Women's Apparel,45.00 ,525,"2,36,250 ","1,18,125 ",50%
1756,17/07/2021,Men's Street Footwear,40.00 ,750,"3,00,000 ","1,20,000 ",40%
1757,17/07/2021,Men's Athletic Footwear,35.00 ,500,"1,75,000 ","61,250 ",35%
1758,17/07/2021,Women's Street Footwear,30.00 ,425,"1,27,500 ","44,625 ",35%
1759,17/07/2021,Women's Athletic Footwear,30.00 ,375,"1,12,500 ","45,000 ",40%
1760,17/07/2021,Men's Apparel,40.00 ,375,"1,50,000 ","52,500 ",35%
1761,17/07/2021,Women's Apparel,45.00 ,550,"2,47,500 ","1,23,750 ",50%
1762,18/08/2021,Men's Street Footwear,40.00 ,700,"2,80,000 ","1,12,000 ",40%
1763,18/08/2021,Men's Athletic Footwear,40.00 ,475,"1,90,000 ","66,500 ",35%
1764,18/08/2021,Women's Street Footwear,35.00 ,400,"1,40,000 ","49,000 ",35%
1765,18/08/2021,Women's Athletic Footwear,25.00 ,325,"81,250 ","32,500 ",40%
1766,18/08/2021,Men's Apparel,35.00 ,300,"1,05,000 ","36,750 ",35%
1767,18/08/2021,Women's Apparel,40.00 ,475,"1,90,000 ","95,000 ",50%
1768,19/09/2021,Men's Street Footwear,35.00 ,600,"2,10,000 ","84,000 ",40%
1769,19/09/2021,Men's Athletic Footwear,30.00 ,400,"1,20,000 ","42,000 ",35%
1770,19/09/2021,Women's Street Footwear,15.00 ,300,"45,000 ","15,750 ",35%
1771,19/09/2021,Women's Athletic Footwear,15.00 ,275,"41,250 ","16,500 ",40%
1772,19/09/2021,Men's Apparel,25.00 ,275,"68,750 ","24,063 ",35%
1773,19/09/2021,Women's Apparel,30.00 ,350,"1,05,000 ","52,500 ",50%
1774,18/10/2021,Men's Street Footwear,35.00 ,525,"1,83,750 ","73,500 ",40%
1775,18/10/2021,Men's Athletic Footwear,25.00 ,350,"87,500 ","30,625 ",35%
1776,18/10/2021,Women's Street Footwear,25.00 ,250,"62,500 ","21,875 ",35%
1777,18/10/2021,Women's Athletic Footwear,25.00 ,225,"56,250 ","22,500 ",40%
1778,18/10/2021,Men's Apparel,35.00 ,225,"78,750 ","27,563 ",35%
1779,18/10/2021,Women's Apparel,40.00 ,350,"1,40,000 ","70,000 ",50%
1780,18/11/2021,Men's Street Footwear,35.00 ,500,"1,75,000 ","70,000 ",40%
1781,18/11/2021,Men's Athletic Footwear,25.00 ,350,"87,500 ","30,625 ",35%
1782,18/11/2021,Women's Street Footwear,25.00 ,295,"73,750 ","25,813 ",35%
1783,18/11/2021,Women's Athletic Footwear,25.00 ,325,"81,250 ","32,500 ",40%
1784,18/11/2021,Men's Apparel,45.00 ,300,"1,35,000 ","47,250 ",35%
1785,18/11/2021,Women's Apparel,50.00 ,400,"2,00,000 ","1,00,000 ",50%
1786,17/12/2021,Men's Street Footwear,45.00 ,650,"2,92,500 ","1,17,000 ",40%
1787,17/12/2021,Men's Athletic Footwear,35.00 ,450,"1,57,500 ","55,125 ",35%
1788,17/12/2021,Women's Street Footwear,35.00 ,400,"1,40,000 ","49,000 ",35%
1789,17/12/2021,Women's Athletic Footwear,35.00 ,350,"1,22,500 ","49,000 ",40%
1790,17/12/2021,Men's Apparel,45.00 ,350,"1,57,500 ","55,125 ",35%
1791,17/12/2021,Women's Apparel,50.00 ,450,"2,25,000 ","1,12,500 ",50%
1792,11/01/2021,Men's Street Footwear,25.00 ,675,"1,68,750 ","67,500 ",40%
1793,11/01/2021,Men's Athletic Footwear,25.00 ,475,"1,18,750 ","41,563 ",35%
1794,11/01/2021,Women's Street Footwear,15.00 ,475,"71,250 ","24,938 ",35%
1795,11/01/2021,Women's Athletic Footwear,20.00 ,325,"65,000 ","26,000 ",40%
1796,11/01/2021,Men's Apparel,35.00 ,375,"1,31,250 ","45,938 ",35%
1797,11/01/2021,Women's Apparel,25.00 ,475,"1,18,750 ","59,375 ",50%
1798,11/02/2021,Men's Street Footwear,25.00 ,725,"1,81,250 ","72,500 ",40%
1799,11/02/2021,Men's Athletic Footwear,25.00 ,375,"93,750 ","32,813 ",35%
1800,11/02/2021,Women's Street Footwear,15.00 ,425,"63,750 ","22,313 ",35%
1801,11/02/2021,Women's Athletic Footwear,20.00 ,300,"60,000 ","24,000 ",40%
1802,11/02/2021,Men's Apparel,35.00 ,375,"1,31,250 ","45,938 ",35%
1803,11/02/2021,Women's Apparel,25.00 ,450,"1,12,500 ","56,250 ",50%
1804,10/03/2021,Men's Street Footwear,30.00 ,670,"2,01,000 ","80,400 ",40%
1805,10/03/2021,Men's Athletic Footwear,30.00 ,350,"1,05,000 ","36,750 ",35%
1806,10/03/2021,Women's Street Footwear,20.00 ,400,"80,000 ","28,000 ",35%
1807,10/03/2021,Women's Athletic Footwear,25.00 ,250,"62,500 ","25,000 ",40%
1808,10/03/2021,Men's Apparel,40.00 ,300,"1,20,000 ","42,000 ",35%
1809,10/03/2021,Women's Apparel,30.00 ,400,"1,20,000 ","60,000 ",50%
1810,11/04/2021,Men's Street Footwear,30.00 ,625,"1,87,500 ","75,000 ",40%
1811,11/04/2021,Men's Athletic Footwear,25.00 ,325,"81,250 ","28,438 ",35%
1812,11/04/2021,Women's Street Footwear,15.00 ,325,"48,750 ","17,063 ",35%
1813,11/04/2021,Women's Athletic Footwear,20.00 ,250,"50,000 ","20,000 ",40%
1814,11/04/2021,Men's Apparel,35.00 ,275,"96,250 ","33,688 ",35%
1815,11/04/2021,Women's Apparel,25.00 ,400,"1,00,000 ","50,000 ",50%
1816,12/05/2021,Men's Street Footwear,35.00 ,670,"2,34,500 ","93,800 ",40%
1817,12/05/2021,Men's Athletic Footwear,30.00 ,375,"1,12,500 ","39,375 ",35%
1818,12/05/2021,Women's Street Footwear,25.00 ,350,"87,500 ","30,625 ",35%
1819,12/05/2021,Women's Athletic Footwear,25.00 ,275,"68,750 ","27,500 ",40%
1820,12/05/2021,Men's Apparel,40.00 ,300,"1,20,000 ","42,000 ",35%
1821,12/05/2021,Women's Apparel,45.00 ,400,"1,80,000 ","90,000 ",50%
1822,11/06/2021,Men's Street Footwear,30.00 ,650,"1,95,000 ","78,000 ",40%
1823,11/06/2021,Men's Athletic Footwear,25.00 ,400,"1,00,000 ","35,000 ",35%
1824,11/06/2021,Women's Street Footwear,20.00 ,425,"85,000 ","29,750 ",35%
1825,11/06/2021,Women's Athletic Footwear,20.00 ,400,"80,000 ","32,000 ",40%
1826,11/06/2021,Men's Apparel,35.00 ,400,"1,40,000 ","49,000 ",35%
1827,11/06/2021,Women's Apparel,40.00 ,575,"2,30,000 ","1,15,000 ",50%
1828,10/07/2021,Men's Street Footwear,35.00 ,800,"2,80,000 ","1,12,000 ",40%
1829,10/07/2021,Men's Athletic Footwear,30.00 ,550,"1,65,000 ","57,750 ",35%
1830,10/07/2021,Women's Street Footwear,25.00 ,475,"1,18,750 ","41,563 ",35%
1831,10/07/2021,Women's Athletic Footwear,25.00 ,425,"1,06,250 ","42,500 ",40%
1832,10/07/2021,Men's Apparel,35.00 ,425,"1,48,750 ","52,063 ",35%
1833,10/07/2021,Women's Apparel,40.00 ,600,"2,40,000 ","1,20,000 ",50%
1834,11/08/2021,Men's Street Footwear,35.00 ,750,"2,62,500 ","1,05,000 ",40%
1835,11/08/2021,Men's Athletic Footwear,35.00 ,525,"1,83,750 ","64,313 ",35%
1836,11/08/2021,Women's Street Footwear,30.00 ,450,"1,35,000 ","47,250 ",35%
1837,11/08/2021,Women's Athletic Footwear,20.00 ,375,"75,000 ","30,000 ",40%
1838,11/08/2021,Men's Apparel,30.00 ,350,"1,05,000 ","36,750 ",35%
1839,11/08/2021,Women's Apparel,35.00 ,525,"1,83,750 ","91,875 ",50%
1840,12/09/2021,Men's Street Footwear,30.00 ,650,"1,95,000 ","78,000 ",40%
1841,12/09/2021,Men's Athletic Footwear,25.00 ,450,"1,12,500 ","39,375 ",35%
1842,12/09/2021,Women's Street Footwear,10.00 ,350,"35,000 ","12,250 ",35%
1843,12/09/2021,Women's Athletic Footwear,10.00 ,325,"32,500 ","13,000 ",40%
1844,12/09/2021,Men's Apparel,20.00 ,325,"65,000 ","22,750 ",35%
1845,12/09/2021,Women's Apparel,25.00 ,400,"1,00,000 ","50,000 ",50%
1846,11/10/2021,Men's Street Footwear,30.00 ,575,"1,72,500 ","69,000 ",40%
1847,11/10/2021,Men's Athletic Footwear,20.00 ,400,"80,000 ","28,000 ",35%
1848,11/10/2021,Women's Street Footwear,20.00 ,300,"60,000 ","21,000 ",35%
1849,11/10/2021,Women's Athletic Footwear,20.00 ,275,"55,000 ","22,000 ",40%
1850,11/10/2021,Men's Apparel,30.00 ,275,"82,500 ","28,875 ",35%
1851,11/10/2021,Women's Apparel,35.00 ,400,"1,40,000 ","70,000 ",50%
1852,11/11/2021,Men's Street Footwear,30.00 ,550,"1,65,000 ","66,000 ",40%
1853,11/11/2021,Men's Athletic Footwear,20.00 ,400,"80,000 ","28,000 ",35%
1854,11/11/2021,Women's Street Footwear,20.00 ,345,"69,000 ","24,150 ",35%
1855,11/11/2021,Women's Athletic Footwear,20.00 ,375,"75,000 ","30,000 ",40%
1856,11/11/2021,Men's Apparel,40.00 ,350,"1,40,000 ","49,000 ",35%
1857,11/11/2021,Women's Apparel,45.00 ,450,"2,02,500 ","1,01,250 ",50%
1858,10/12/2021,Men's Street Footwear,40.00 ,700,"2,80,000 ","1,12,000 ",40%
1859,10/12/2021,Men's Athletic Footwear,30.00 ,500,"1,50,000 ","52,500 ",35%
1860,10/12/2021,Women's Street Footwear,30.00 ,450,"1,35,000 ","47,250 ",35%
1861,10/12/2021,Women's Athletic Footwear,30.00 ,400,"1,20,000 ","48,000 ",40%
1862,10/12/2021,Men's Apparel,40.00 ,400,"1,60,000 ","56,000 ",35%
1863,10/12/2021,Women's Apparel,45.00 ,500,"2,25,000 ","1,12,500 ",50%
1864,24/01/2021,Men's Street Footwear,30.00 ,350,"1,05,000 ","36,750 ",35%
1865,24/01/2021,Men's Athletic Footwear,40.00 ,350,"1,40,000 ","49,000 ",35%
1866,24/01/2021,Women's Street Footwear,40.00 ,350,"1,40,000 ","49,000 ",35%
1867,24/01/2021,Women's Athletic Footwear,40.00 ,200,"80,000 ","28,000 ",35%
1868,24/01/2021,Men's Apparel,45.00 ,150,"67,500 ","27,000 ",40%
1869,24/01/2021,Women's Apparel,40.00 ,400,"1,60,000 ","48,000 ",30%
1870,24/02/2021,Men's Street Footwear,30.00 ,450,"1,35,000 ","47,250 ",35%
1871,24/02/2021,Men's Athletic Footwear,40.00 ,350,"1,40,000 ","49,000 ",35%
1872,24/02/2021,Women's Street Footwear,40.00 ,350,"1,40,000 ","49,000 ",35%
1873,24/02/2021,Women's Athletic Footwear,40.00 ,200,"80,000 ","28,000 ",35%
1874,24/02/2021,Men's Apparel,45.00 ,125,"56,250 ","22,500 ",40%
1875,24/02/2021,Women's Apparel,40.00 ,325,"1,30,000 ","39,000 ",30%
1876,23/03/2021,Men's Street Footwear,40.00 ,475,"1,90,000 ","66,500 ",35%
1877,23/03/2021,Men's Athletic Footwear,50.00 ,325,"1,62,500 ","56,875 ",35%
1878,23/03/2021,Women's Street Footwear,55.00 ,350,"1,92,500 ","67,375 ",35%
1879,23/03/2021,Women's Athletic Footwear,50.00 ,250,"1,25,000 ","43,750 ",35%
1880,23/03/2021,Men's Apparel,55.00 ,100,"55,000 ","22,000 ",40%
1881,23/03/2021,Women's Apparel,50.00 ,300,"1,50,000 ","45,000 ",30%
1882,24/04/2021,Men's Street Footwear,55.00 ,475,"2,61,250 ","91,438 ",35%
1883,24/04/2021,Men's Athletic Footwear,60.00 ,275,"1,65,000 ","57,750 ",35%
1884,24/04/2021,Women's Street Footwear,60.00 ,325,"1,95,000 ","68,250 ",35%
1885,24/04/2021,Women's Athletic Footwear,45.00 ,225,"1,01,250 ","35,438 ",35%
1886,24/04/2021,Men's Apparel,50.00 ,125,"62,500 ","25,000 ",40%
1887,24/04/2021,Women's Apparel,65.00 ,300,"1,95,000 ","58,500 ",30%
1888,25/05/2021,Men's Street Footwear,50.00 ,500,"2,50,000 ","87,500 ",35%
1889,25/05/2021,Men's Athletic Footwear,55.00 ,350,"1,92,500 ","67,375 ",35%
1890,25/05/2021,Women's Street Footwear,55.00 ,350,"1,92,500 ","67,375 ",35%
1891,25/05/2021,Women's Athletic Footwear,50.00 ,275,"1,37,500 ","48,125 ",35%
1892,25/05/2021,Men's Apparel,45.00 ,175,"78,750 ","31,500 ",40%
1893,25/05/2021,Women's Apparel,60.00 ,525,"3,15,000 ","94,500 ",30%
1894,24/06/2021,Men's Street Footwear,55.00 ,775,"4,26,250 ","1,49,188 ",35%
1895,24/06/2021,Men's Athletic Footwear,65.00 ,650,"4,22,500 ","1,47,875 ",35%
1896,24/06/2021,Women's Street Footwear,80.00 ,650,"5,20,000 ","1,82,000 ",35%
1897,24/06/2021,Women's Athletic Footwear,80.00 ,525,"4,20,000 ","1,47,000 ",35%
1898,24/06/2021,Men's Apparel,90.00 ,400,"3,60,000 ","1,44,000 ",40%
1899,24/06/2021,Women's Apparel,105.00 ,700,"7,35,000 ","2,20,500 ",30%
1900,23/07/2021,Men's Street Footwear,85.00 ,850,"7,22,500 ","2,52,875 ",35%
1901,23/07/2021,Men's Athletic Footwear,90.00 ,700,"6,30,000 ","2,20,500 ",35%
1902,23/07/2021,Women's Street Footwear,90.00 ,650,"5,85,000 ","2,04,750 ",35%
1903,23/07/2021,Women's Athletic Footwear,85.00 ,550,"4,67,500 ","1,63,625 ",35%
1904,23/07/2021,Men's Apparel,90.00 ,600,"5,40,000 ","2,16,000 ",40%
1905,23/07/2021,Women's Apparel,105.00 ,600,"6,30,000 ","1,89,000 ",30%
1906,24/08/2021,Men's Street Footwear,90.00 ,800,"7,20,000 ","2,52,000 ",35%
1907,24/08/2021,Men's Athletic Footwear,80.00 ,775,"6,20,000 ","2,17,000 ",35%
1908,24/08/2021,Women's Street Footwear,70.00 ,650,"4,55,000 ","1,59,250 ",35%
1909,24/08/2021,Women's Athletic Footwear,70.00 ,425,"2,97,500 ","1,04,125 ",35%
1910,24/08/2021,Men's Apparel,70.00 ,425,"2,97,500 ","1,19,000 ",40%
1911,24/08/2021,Women's Apparel,75.00 ,250,"1,87,500 ","56,250 ",30%
1912,25/09/2021,Men's Street Footwear,50.00 ,450,"2,25,000 ","78,750 ",35%
1913,25/09/2021,Men's Athletic Footwear,55.00 ,450,"2,47,500 ","86,625 ",35%
1914,25/09/2021,Women's Street Footwear,50.00 ,250,"1,25,000 ","43,750 ",35%
1915,25/09/2021,Women's Athletic Footwear,50.00 ,200,"1,00,000 ","35,000 ",35%
1916,25/09/2021,Men's Apparel,60.00 ,225,"1,35,000 ","54,000 ",40%
1917,25/09/2021,Women's Apparel,45.00 ,250,"1,12,500 ","33,750 ",30%
1918,24/10/2021,Men's Street Footwear,40.00 ,350,"1,40,000 ","49,000 ",35%
1919,24/10/2021,Men's Athletic Footwear,55.00 ,525,"2,88,750 ","1,01,063 ",35%
1920,24/10/2021,Women's Street Footwear,50.00 ,350,"1,75,000 ","61,250 ",35%
1921,24/10/2021,Women's Athletic Footwear,45.00 ,325,"1,46,250 ","51,188 ",35%
1922,24/10/2021,Men's Apparel,55.00 ,300,"1,65,000 ","66,000 ",40%
1923,24/10/2021,Women's Apparel,60.00 ,350,"2,10,000 ","63,000 ",30%
1924,24/11/2021,Men's Street Footwear,45.00 ,575,"2,58,750 ","90,563 ",35%
1925,24/11/2021,Men's Athletic Footwear,50.00 ,650,"3,25,000 ","1,13,750 ",35%
1926,24/11/2021,Women's Street Footwear,45.00 ,475,"2,13,750 ","74,813 ",35%
1927,24/11/2021,Women's Athletic Footwear,55.00 ,450,"2,47,500 ","86,625 ",35%
1928,24/11/2021,Men's Apparel,75.00 ,425,"3,18,750 ","1,27,500 ",40%
1929,24/11/2021,Women's Apparel,80.00 ,550,"4,40,000 ","1,32,000 ",30%
1930,23/12/2021,Men's Street Footwear,65.00 ,750,"4,87,500 ","1,70,625 ",35%
1931,23/12/2021,Men's Athletic Footwear,75.00 ,750,"5,62,500 ","1,96,875 ",35%
1932,23/12/2021,Women's Street Footwear,70.00 ,550,"3,85,000 ","1,34,750 ",35%
1933,23/12/2021,Women's Athletic Footwear,70.00 ,550,"3,85,000 ","1,34,750 ",35%
1934,23/12/2021,Men's Apparel,80.00 ,475,"3,80,000 ","1,52,000 ",40%
1935,23/12/2021,Women's Apparel,85.00 ,575,"4,88,750 ","1,46,625 ",30%
1936,17/01/2021,Men's Street Footwear,35.00 ,400,"1,40,000 ","56,000 ",40%
1937,17/01/2021,Men's Athletic Footwear,45.00 ,400,"1,80,000 ","72,000 ",40%
1938,17/01/2021,Women's Street Footwear,45.00 ,400,"1,80,000 ","72,000 ",40%
1939,17/01/2021,Women's Athletic Footwear,45.00 ,250,"1,12,500 ","45,000 ",40%
1940,17/01/2021,Men's Apparel,50.00 ,200,"1,00,000 ","45,000 ",45%
1941,17/01/2021,Women's Apparel,45.00 ,450,"2,02,500 ","70,875 ",35%
1942,17/02/2021,Men's Street Footwear,35.00 ,500,"1,75,000 ","70,000 ",40%
1943,17/02/2021,Men's Athletic Footwear,45.00 ,400,"1,80,000 ","72,000 ",40%
1944,17/02/2021,Women's Street Footwear,45.00 ,400,"1,80,000 ","72,000 ",40%
1945,17/02/2021,Women's Athletic Footwear,45.00 ,250,"1,12,500 ","45,000 ",40%
1946,17/02/2021,Men's Apparel,50.00 ,175,"87,500 ","39,375 ",45%
1947,17/02/2021,Women's Apparel,45.00 ,375,"1,68,750 ","59,063 ",35%
1948,16/03/2021,Men's Street Footwear,45.00 ,525,"2,36,250 ","94,500 ",40%
1949,16/03/2021,Men's Athletic Footwear,55.00 ,375,"2,06,250 ","82,500 ",40%
1950,16/03/2021,Women's Street Footwear,60.00 ,400,"2,40,000 ","96,000 ",40%
1951,16/03/2021,Women's Athletic Footwear,55.00 ,300,"1,65,000 ","66,000 ",40%
1952,16/03/2021,Men's Apparel,60.00 ,150,"90,000 ","40,500 ",45%
1953,16/03/2021,Women's Apparel,45.00 ,350,"1,57,500 ","55,125 ",35%
1954,17/04/2021,Men's Street Footwear,50.00 ,525,"2,62,500 ","1,05,000 ",40%
1955,17/04/2021,Men's Athletic Footwear,55.00 ,325,"1,78,750 ","71,500 ",40%
1956,17/04/2021,Women's Street Footwear,55.00 ,375,"2,06,250 ","82,500 ",40%
1957,17/04/2021,Women's Athletic Footwear,40.00 ,275,"1,10,000 ","44,000 ",40%
1958,17/04/2021,Men's Apparel,45.00 ,175,"78,750 ","35,438 ",45%
1959,17/04/2021,Women's Apparel,60.00 ,350,"2,10,000 ","73,500 ",35%
1960,18/05/2021,Men's Street Footwear,45.00 ,550,"2,47,500 ","99,000 ",40%
1961,18/05/2021,Men's Athletic Footwear,50.00 ,400,"2,00,000 ","80,000 ",40%
1962,18/05/2021,Women's Street Footwear,50.00 ,400,"2,00,000 ","80,000 ",40%
1963,18/05/2021,Women's Athletic Footwear,45.00 ,325,"1,46,250 ","58,500 ",40%
1964,18/05/2021,Men's Apparel,40.00 ,225,"90,000 ","40,500 ",45%
1965,18/05/2021,Women's Apparel,65.00 ,575,"3,73,750 ","1,30,813 ",35%
1966,17/06/2021,Men's Street Footwear,60.00 ,825,"4,95,000 ","1,98,000 ",40%
1967,17/06/2021,Men's Athletic Footwear,70.00 ,700,"4,90,000 ","1,96,000 ",40%
1968,17/06/2021,Women's Street Footwear,85.00 ,700,"5,95,000 ","2,38,000 ",40%
1969,17/06/2021,Women's Athletic Footwear,85.00 ,575,"4,88,750 ","1,95,500 ",40%
1970,17/06/2021,Men's Apparel,95.00 ,450,"4,27,500 ","1,92,375 ",45%
1971,17/06/2021,Women's Apparel,110.00 ,750,"8,25,000 ","2,88,750 ",35%
1972,16/07/2021,Men's Street Footwear,90.00 ,900,"8,10,000 ","3,24,000 ",40%
1973,16/07/2021,Men's Athletic Footwear,95.00 ,750,"7,12,500 ","2,85,000 ",40%
1974,16/07/2021,Women's Street Footwear,95.00 ,700,"6,65,000 ","2,66,000 ",40%
1975,16/07/2021,Women's Athletic Footwear,90.00 ,600,"5,40,000 ","2,16,000 ",40%
1976,16/07/2021,Men's Apparel,95.00 ,650,"6,17,500 ","2,77,875 ",45%
1977,16/07/2021,Women's Apparel,110.00 ,650,"7,15,000 ","2,50,250 ",35%
1978,17/08/2021,Men's Street Footwear,95.00 ,850,"8,07,500 ","3,23,000 ",40%
1979,17/08/2021,Men's Athletic Footwear,85.00 ,825,"7,01,250 ","2,80,500 ",40%
1980,17/08/2021,Women's Street Footwear,75.00 ,700,"5,25,000 ","2,10,000 ",40%
1981,17/08/2021,Women's Athletic Footwear,75.00 ,475,"3,56,250 ","1,42,500 ",40%
1982,17/08/2021,Men's Apparel,65.00 ,475,"3,08,750 ","1,38,938 ",45%
1983,17/08/2021,Women's Apparel,70.00 ,300,"2,10,000 ","73,500 ",35%
1984,18/09/2021,Men's Street Footwear,45.00 ,500,"2,25,000 ","90,000 ",40%
1985,18/09/2021,Men's Athletic Footwear,50.00 ,500,"2,50,000 ","1,00,000 ",40%
1986,18/09/2021,Women's Street Footwear,45.00 ,300,"1,35,000 ","54,000 ",40%
1987,18/09/2021,Women's Athletic Footwear,45.00 ,250,"1,12,500 ","45,000 ",40%
1988,18/09/2021,Men's Apparel,55.00 ,275,"1,51,250 ","68,063 ",45%
1989,18/09/2021,Women's Apparel,40.00 ,300,"1,20,000 ","42,000 ",35%
1990,17/10/2021,Men's Street Footwear,35.00 ,400,"1,40,000 ","56,000 ",40%
1991,17/10/2021,Men's Athletic Footwear,50.00 ,575,"2,87,500 ","1,15,000 ",40%
1992,17/10/2021,Women's Street Footwear,45.00 ,400,"1,80,000 ","72,000 ",40%
1993,17/10/2021,Women's Athletic Footwear,40.00 ,375,"1,50,000 ","60,000 ",40%
1994,17/10/2021,Men's Apparel,50.00 ,350,"1,75,000 ","78,750 ",45%
1995,17/10/2021,Women's Apparel,55.00 ,400,"2,20,000 ","77,000 ",35%
1996,17/11/2021,Men's Street Footwear,40.00 ,625,"2,50,000 ","1,00,000 ",40%
1997,17/11/2021,Men's Athletic Footwear,45.00 ,700,"3,15,000 ","1,26,000 ",40%
1998,17/11/2021,Women's Street Footwear,40.00 ,525,"2,10,000 ","84,000 ",40%
1999,17/11/2021,Women's Athletic Footwear,50.00 ,500,"2,50,000 ","1,00,000 ",40%
2000,17/11/2021,Men's Apparel,70.00 ,475,"3,32,500 ","1,49,625 ",45%
2001,17/11/2021,Women's Apparel,85.00 ,600,"5,10,000 ","1,78,500 ",35%
2002,16/12/2021,Men's Street Footwear,70.00 ,800,"5,60,000 ","2,24,000 ",40%
2003,16/12/2021,Men's Athletic Footwear,80.00 ,800,"6,40,000 ","2,56,000 ",40%
2004,16/12/2021,Women's Street Footwear,75.00 ,600,"4,50,000 ","1,80,000 ",40%
2005,16/12/2021,Women's Athletic Footwear,75.00 ,600,"4,50,000 ","1,80,000 ",40%
2006,16/12/2021,Men's Apparel,85.00 ,525,"4,46,250 ","2,00,813 ",45%
2007,16/12/2021,Women's Apparel,90.00 ,625,"5,62,500 ","1,96,875 ",35%
2008,05/01/2021,Men's Street Footwear,20.00 ,675,"1,35,000 ","40,500 ",30%
2009,05/01/2021,Men's Athletic Footwear,30.00 ,675,"2,02,500 ","60,750 ",30%
2010,05/01/2021,Women's Street Footwear,30.00 ,475,"1,42,500 ","42,750 ",30%
2011,05/01/2021,Women's Athletic Footwear,35.00 ,475,"1,66,250 ","66,500 ",40%
2012,05/01/2021,Men's Apparel,40.00 ,325,"1,30,000 ","32,500 ",25%
2013,05/01/2021,Women's Apparel,35.00 ,475,"1,66,250 ","74,813 ",45%
2014,04/02/2021,Men's Street Footwear,25.00 ,625,"1,56,250 ","46,875 ",30%
2015,04/02/2021,Men's Athletic Footwear,35.00 ,600,"2,10,000 ","63,000 ",30%
2016,04/02/2021,Women's Street Footwear,35.00 ,425,"1,48,750 ","44,625 ",30%
2017,04/02/2021,Women's Athletic Footwear,35.00 ,375,"1,31,250 ","52,500 ",40%
2018,04/02/2021,Men's Apparel,40.00 ,250,"1,00,000 ","25,000 ",25%
2019,04/02/2021,Women's Apparel,35.00 ,450,"1,57,500 ","70,875 ",45%
2020,06/03/2021,Men's Street Footwear,30.00 ,625,"1,87,500 ","65,625 ",35%
2021,06/03/2021,Men's Athletic Footwear,40.00 ,625,"2,50,000 ","87,500 ",35%
2022,06/03/2021,Women's Street Footwear,30.00 ,450,"1,35,000 ","47,250 ",35%
2023,06/03/2021,Women's Athletic Footwear,35.00 ,350,"1,22,500 ","55,125 ",45%
2024,06/03/2021,Men's Apparel,40.00 ,250,"1,00,000 ","30,000 ",30%
2025,06/03/2021,Women's Apparel,35.00 ,400,"1,40,000 ","70,000 ",50%
2026,05/04/2021,Men's Street Footwear,20.00 ,650,"1,30,000 ","45,500 ",35%
2027,05/04/2021,Men's Athletic Footwear,30.00 ,650,"1,95,000 ","68,250 ",35%
2028,05/04/2021,Women's Street Footwear,25.00 ,475,"1,18,750 ","41,563 ",35%
2029,05/04/2021,Women's Athletic Footwear,30.00 ,375,"1,12,500 ","50,625 ",45%
2030,05/04/2021,Men's Apparel,35.00 ,275,"96,250 ","28,875 ",30%
2031,05/04/2021,Women's Apparel,30.00 ,550,"1,65,000 ","82,500 ",50%
2032,05/05/2021,Men's Street Footwear,20.00 ,700,"1,40,000 ","49,000 ",35%
2033,05/05/2021,Men's Athletic Footwear,30.00 ,725,"2,17,500 ","76,125 ",35%
2034,05/05/2021,Women's Street Footwear,25.00 ,575,"1,43,750 ","50,313 ",35%
2035,05/05/2021,Women's Athletic Footwear,35.00 ,500,"1,75,000 ","78,750 ",45%
2036,05/05/2021,Men's Apparel,50.00 ,400,"2,00,000 ","60,000 ",30%
2037,05/05/2021,Women's Apparel,45.00 ,750,"3,37,500 ","1,68,750 ",50%
2038,04/06/2021,Men's Street Footwear,45.00 ,750,"3,37,500 ","1,18,125 ",35%
2039,04/06/2021,Men's Athletic Footwear,50.00 ,750,"3,75,000 ","1,31,250 ",35%
2040,04/06/2021,Women's Street Footwear,50.00 ,600,"3,00,000 ","1,05,000 ",35%
2041,04/06/2021,Women's Athletic Footwear,50.00 ,550,"2,75,000 ","1,23,750 ",45%
2042,04/06/2021,Men's Apparel,55.00 ,450,"2,47,500 ","74,250 ",30%
2043,04/06/2021,Women's Apparel,60.00 ,825,"4,95,000 ","2,47,500 ",50%
2044,06/07/2021,Men's Street Footwear,50.00 ,775,"3,87,500 ","1,55,000 ",40%
2045,06/07/2021,Men's Athletic Footwear,55.00 ,775,"4,26,250 ","1,70,500 ",40%
2046,06/07/2021,Women's Street Footwear,50.00 ,925,"4,62,500 ","1,85,000 ",40%
2047,06/07/2021,Women's Athletic Footwear,50.00 ,525,"2,62,500 ","1,31,250 ",50%
2048,06/07/2021,Men's Apparel,55.00 ,525,"2,88,750 ","1,01,063 ",35%
2049,06/07/2021,Women's Apparel,65.00 ,800,"5,20,000 ","2,86,000 ",55%
2050,08/08/2021,Men's Street Footwear,50.00 ,750,"3,75,000 ","1,50,000 ",40%
2051,08/08/2021,Men's Athletic Footwear,55.00 ,750,"4,12,500 ","1,65,000 ",40%
